line,filename,tool,target,type,num_configs,variability,classification,features,common_fail,common_pass
358,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
367,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
379,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
389,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
402,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
411,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
420,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
429,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
438,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,216,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_FDISK,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_INIT_TERMINAL_TYPE,-CONFIG_SOFTLIMIT,","CONFIG_FEATURE_IPV6,"
464,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,459,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_INIT_TERMINAL_TYPE,","CONFIG_FEATURE_IPV6,CONFIG_UDHCP_DEBUG,CONFIG_TAR,"
470,chpst.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,459,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_MOUNT,-CONFIG_CHPST,CONFIG_INIT_TERMINAL_TYPE,","CONFIG_FEATURE_IPV6,CONFIG_UDHCP_DEBUG,CONFIG_TAR,"
75,chrt.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,496,TRUE,,check,"CONFIG_CHRT,CONFIG_MOUNT,","-CONFIG_CHRT,CONFIG_HTTPD,CONFIG_UDHCP_DEBUG,"
470,conspy.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,489,TRUE,,check,"CONFIG_MOUNT,CONFIG_UDHCP_DEBUG,CONFIG_CONSPY,","CONFIG_FEATURE_EDITING_MAX_LEN,CONFIG_FEATURE_EDITING,CONFIG_FEATURE_EDITING_HISTORY,-CONFIG_CONSPY,"
1231,d6_dhcpc.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,895,TRUE,,check,"CONFIG_FEATURE_IPV6,CONFIG_UDHCPC6,CONFIG_UDHCP_DEBUG,","CONFIG_FEATURE_EDITING_MAX_LEN,-CONFIG_FEATURE_UDHCPC6_RFC4833,CONFIG_HTTPD,CONFIG_MOUNT,CONFIG_FEATURE_EDITING,-CONFIG_UDHCPC6,CONFIG_LS,CONFIG_FEATURE_EDITING_HISTORY,CONFIG_TAR,-CONFIG_FEATURE_UDHCPC6_RFC3646,-CONFIG_FEATURE_UDHCPC6_RFC4704,"
324,date.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,445,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_MOUNT,-CONFIG_FEATURE_DATE_ISOFMT,CONFIG_DATE,","CONFIG_UDHCP_DEBUG,"
325,date.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,445,TRUE,,check,"CONFIG_FEATURE_UTMP,CONFIG_HTTPD,CONFIG_MOUNT,-CONFIG_FEATURE_DATE_ISOFMT,CONFIG_DATE,","CONFIG_UDHCP_DEBUG,"
165,decompress_bunzip2.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,964,TRUE,,-CONFIG_FEATURE_EDITING_MAX_LEN or -CONFIG_IFCONFIG or -CONFIG_UNICODE_SUPPORT or -CONFIG_FEATURE_UTMP or -CONFIG_LAST_SUPPORTED_WCHAR or -CONFIG_CHAT or -CONFIG_IFUPDOWN_UDHCPC_CMD_OPTIONS or -CONFIG_FEATURE_SYSLOGD_READ_BUFFER_SIZE or CONFIG_BZCAT or -CONFIG_FDISK or CONFIG_BUNZIP2 or -CONFIG_MOUNT or -CONFIG_WGET or -CONFIG_FEATURE_EDITING or -CONFIG_SUBST_WCHAR or CONFIG_FEATURE_SEAMLESS_BZ2 or -CONFIG_LESS or -CONFIG_LS or -CONFIG_UDHCP_DEBUG or -CONFIG_FEATURE_EDITING_HISTORY or CONFIG_FEATURE_COMPRESS_BBCONFIG or CONFIG_FEATURE_UNZIP_BZIP2 or -CONFIG_HDPARM or -CONFIG_XARGS or CONFIG_FEATURE_COMPRESS_USAGE or -CONFIG_TAR or -CONFIG_FEATURE_LESS_MAXLINES or -CONFIG_INIT_TERMINAL_TYPE or -CONFIG_IFUPDOWN_IFSTATE_PATH or -CONFIG_MDEV or CONFIG_FEATURE_BZIP2_DECOMPRESS or -CONFIG_TOP or -CONFIG_SYSLOGD,,"CONFIG_FEATURE_EDITING_MAX_LEN,CONFIG_IFCONFIG,CONFIG_UNICODE_SUPPORT,CONFIG_FEATURE_UTMP,CONFIG_LAST_SUPPORTED_WCHAR,CONFIG_CHAT,CONFIG_IFUPDOWN_UDHCPC_CMD_OPTIONS,CONFIG_FEATURE_SYSLOGD_READ_BUFFER_SIZE,-CONFIG_BZCAT,CONFIG_FDISK,-CONFIG_BUNZIP2,CONFIG_MOUNT,CONFIG_WGET,CONFIG_FEATURE_EDITING,CONFIG_SUBST_WCHAR,-CONFIG_FEATURE_SEAMLESS_BZ2,CONFIG_LESS,CONFIG_LS,CONFIG_UDHCP_DEBUG,CONFIG_FEATURE_EDITING_HISTORY,-CONFIG_FEATURE_COMPRESS_BBCONFIG,-CONFIG_FEATURE_UNZIP_BZIP2,CONFIG_HDPARM,CONFIG_XARGS,-CONFIG_FEATURE_COMPRESS_USAGE,CONFIG_TAR,CONFIG_FEATURE_LESS_MAXLINES,CONFIG_INIT_TERMINAL_TYPE,CONFIG_IFUPDOWN_IFSTATE_PATH,CONFIG_MDEV,-CONFIG_FEATURE_BZIP2_DECOMPRESS,CONFIG_TOP,CONFIG_SYSLOGD,"
32,devmem.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,491,TRUE,,check,"CONFIG_HTTPD,CONFIG_MOUNT,CONFIG_UDHCP_DEBUG,CONFIG_DEVMEM,CONFIG_TAR,","CONFIG_FEATURE_IPV6,-CONFIG_DEVMEM,CONFIG_INIT_TERMINAL_TYPE,"
137,df.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,340,TRUE,,CONFIG_FEATURE_EDITING_MAX_LEN and CONFIG_DF and CONFIG_HTTPD and CONFIG_MOUNT and CONFIG_FEATURE_EDITING and CONFIG_LESS and CONFIG_UDHCP_DEBUG and CONFIG_FEATURE_EDITING_HISTORY and CONFIG_TAR and CONFIG_FEATURE_LESS_MAXLINES and -CONFIG_FEATURE_DF_FANCY,"CONFIG_FEATURE_EDITING_MAX_LEN,CONFIG_DF,CONFIG_HTTPD,CONFIG_MOUNT,CONFIG_FEATURE_EDITING,CONFIG_LESS,CONFIG_UDHCP_DEBUG,CONFIG_FEATURE_EDITING_HISTORY,CONFIG_TAR,CONFIG_FEATURE_LESS_MAXLINES,-CONFIG_FEATURE_DF_FANCY,",
1251,dhcpc.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,851,TRUE,,check,"CONFIG_UDHCPC_DEFAULT_SCRIPT,CONFIG_UDHCPC,CONFIG_MOUNT,CONFIG_UDHCP_DEBUG,CONFIG_UDHCPC_SLACK_FOR_BUGGY_SERVERS,","CONFIG_FEATURE_IPV6,CONFIG_FEATURE_EDITING_MAX_LEN,-CONFIG_UDHCPC_DEFAULT_SCRIPT,CONFIG_FEATURE_UTMP,CONFIG_HTTPD,-CONFIG_UDHCPC,CONFIG_FDISK,CONFIG_FEATURE_EDITING,CONFIG_LS,CONFIG_FEATURE_EDITING_HISTORY,-CONFIG_FEATURE_UDHCPC_SANITIZEOPT,CONFIG_TAR,-CONFIG_FEATURE_UDHCPC_ARPING,"
1253,dhcpc.c,cppcheck,busybox_1_28_0, (error) Uninitialized variable,851,TRUE,,check,"CONFIG_UDHCPC_DEFAULT_SCRIPT,CONFIG_UDHCPC,CONFIG_MOUNT,CONFIG_UDHCP_DEBUG,CONFIG_UDHCPC_SLACK_FOR_BUGGY_SERVERS,","CONFIG_FEATURE_IPV6,CONFIG_FEATURE_EDITING_MAX_LEN,-CONFIG_UDHCPC_DEFAULT_SCRIPT,CONFIG_FEATURE_UTMP,CONFIG_HTTPD,-CONFIG_UDHCPC,CONFIG_FDISK,CONFIG_FEATURE_EDITING,CONFIG_LS,CONFIG_FEATURE_EDITING_HISTORY,-CONFIG_FEATURE_UDHCPC_SANITIZEOPT,CONFIG_TAR,-CONFIG_FEATURE_UDHCPC_ARPING,"
